경기도 동두천시 상패동,0,0,0,128,3,1,1,0,0,0,0,0,0,1,0,4,0,0,0
경기도 동두천시 생연1동,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 동두천시 생연2동,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도 동두천시 생연동,5,3,19,456,16,0,0,4,0,3,1,0,5,0,4,44,12,0,7
경기도 동두천시 송내동,1,0,0,83,1,0,0,1,0,0,0,1,0,0,1,4,6,0,0
경기도 동두천시 안흥동,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
경기도 동두천시 중앙동,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 동두천시 지행동,3,2,12,283,15,0,0,3,0,2,0,0,4,1,0,4,10,0,11
경기도 동두천시 탑동,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 동두천시 탑동동,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
경기도 동두천시 하봉암동,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 고강1동,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 고강동,2,11,17,0,20,0,0,3,0,1,0,0,9,0,1,5,0,0,9
경기도 부천시 고강본동,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
경기도 부천시 괴안동,2,10,26,0,10,0,0,3,0,0,0,0,12,0,2,2,0,0,14
경기도 부천시 길주로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도 부천시 내동,0,0,3,0,3,0,0,0,0,0,1,0,1,0,1,2,0,0,5
경기도 부천시 대장동,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 도당동,1,3,4,0,6,0,0,2,0,2,1,0,5,1,2,5,0,0,4
